Model,length,Query Length,Hardware,Host,PUE,WUE (Site),WUE (Source),Size,Mean Max Energy (Wh),Mean Min Energy (Wh),Mean Max Carbon (gCO2e),Mean Min Carbon (gCO2e),"Mean Max Water (Site, mL)","Mean Min Water (Site, mL)","Mean Max Water (Source, mL)","Mean Min Water (Source, mL)",Energy Consumption of 1 Billion Prompts (MWh),Carbon Emissions of 1 Billion Prompts (TonsCO2e),Water Consumption of 1 Billion Prompts (Kiloliter),Household Energy Equiv. – 1B Prompts (MWh),People Annual Drinking Water Equiv. – 1B Prompts (kL),Gasoline Car Equiv. – 1B Prompts (TonsCO2e),Atlantic Flight Equiv. – 1B Prompts (TonsCO2e)
o3,Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Large,2.8320091115067823,2.3836910613459916,0.9628830979123064,0.810454960857637,0.7585738691536024,0.6384886771462475,12.319239635054505,10.36905611685506,2607.8500864263865,886.6690293849716,12042.679149104706,2381.598252444189,10035.565957587256,192.75413682281993,1.759263947192404
Claude 4.5 Haiku,Short,300,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,4.970314218643063,4.183494158589319,1.491094265592919,1.255048247576796,0.7847864555752204,0.6605517092509452,25.44800879945248,21.419490091977313,4576.904188616191,1373.071256584857,24156.418528127982,4179.821176818439,20130.348773439982,298.4937514314907,2.724347731319161
Gemini 2.5 Pro Vertex,Short,300,TPU V6e,Google,1.09,0.3,1.1,Large,2.1183688307486066,1.980812413167528,0.4893431999029282,0.4575676674416991,0.583037292866589,0.5451777283947324,2.3302057138234673,2.1788936544842814,2049.5906219580675,473.4554336723136,2818.657194784534,1871.772257495952,2348.8809956537784,102.92509427658992,0.9393957017307808
Gemini 2.5 Pro (AI Studio),Short,300,TPU V6e,Google,1.09,0.3,1.1,Large,2.110667766293939,1.9736114178332933,0.4875642540138999,0.4559042375194908,0.5809177338423684,0.5431958030733836,2.321734542923333,2.1709725596166227,2042.1395920636155,471.7342457666954,2808.4103197278537,1864.967663985037,2340.3419331065447,102.55092299275988,0.9359806463624908
o4-mini (high),Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,5.0865728224681765,4.006921231596851,1.72943475963918,1.3623532187429293,1.3624748631611183,1.0732824727491566,22.126591777736564,17.430107357446303,4546.747027032515,1545.893989191055,20996.228235546576,4152.280389984032,17496.85686295548,336.0639106937076,3.0672499785536806
DeepSeek V3.2 Exp,Short,300,DGX H800,DeepSeek,1.27,1.2,6.016,Large,13.562528104656876,11.415527189149358,8.137516862794127,6.849316313489614,12.814987185502565,10.78632490313325,81.5921690776158,68.67581156992254,12489.02764690312,7493.41658814187,86934.64636808707,11405.504700368148,72445.53864007255,1629.003606117798,14.867890055837044
DeepSeek V3 (DeepSeek),Short,300,DGX H800,DeepSeek,1.27,1.2,6.016,Large,2.2963045878036064,1.9327906459887592,1.3777827526821638,1.1596743875932556,2.1697366183971076,1.826258878099615,13.814568400226491,11.627668526268373,2114.5476168961827,1268.7285701377095,14719.116211495795,1931.0937140604408,12265.930176246498,275.81055872558903,2.5173185915430745
Grok 3 mini Reasoning (high) Fast,Short,300,DGX H200/H100,xAI,1.5,0.36,3.142,Medium,0.4232462270784328,0.3334100095810522,0.1629497974251966,0.1283628536887051,0.1015790944988238,0.0800184022994525,1.3298396454804358,1.0475742501036662,378.32811832974255,145.6563255569509,1279.5056961911891,345.5051308947421,1066.254746825991,31.664418599337154,0.2890006459463311
Grok 3 mini Reasoning (high),Short,300,DGX H200/H100,xAI,1.5,0.36,3.142,Medium,0.3522955621130358,0.2775189930227136,0.1356337914135187,0.1068448123137447,0.0845509349071286,0.0666045583254512,1.106912656159159,0.8719646760773662,314.9072775678747,121.23930186363178,1065.0164127345522,287.5865548565066,887.5136772787936,26.356369970354734,0.2405541703643487
o1,Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Large,9.76106526125224,8.215850689859659,3.318762188825763,2.793389234552285,2.6145710521211365,2.200674291926694,42.460633886447255,35.738950500889516,8988.457975555953,3056.0757116890236,41507.41486569231,8208.637420599045,34589.51238807693,664.3642851497877,6.063642285097269
DeepSeek V3 (DeepSeek),Short,300,DGX H800,DeepSeek,1.27,1.2,6.016,Large,2.3567677341935385,1.9836822412894015,1.414060640516123,1.1902093447736408,2.226867150419091,1.8743454248403797,14.178314688908324,11.93383236359704,2170.22498774147,1302.134992644882,15106.67981388242,1981.940628074402,12588.899844902016,283.07282448801783,2.5836011758827024
DeepSeek R1 (Azure),Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Large,5.380489041936274,4.528736713036113,1.8293662742583328,1.5397704824322789,1.441202421947216,1.2130544767061016,23.40512733242279,19.700004701707087,4954.612877486194,1684.5683783453055,22879.694466391597,4524.760618708853,19066.41205532633,366.2105170315882,3.342397576081956
Gemini 2.5 Flash (Vertex),Short,300,TPU V6e,Google,1.09,0.3,1.1,Large,1.761461887600723,1.647081245548728,0.406897696035767,0.3804757677217562,0.4848060241102908,0.4533251134537783,1.9376080763607957,1.811789370103601,1704.2715665747255,393.6867318787616,2343.7642920142325,1556.4123895659593,1953.1369100118604,85.58407214755688,0.781124468013416
GPT-5 nano (high),Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Small,6.0236626606267585,4.760272739296802,2.0480453046130975,1.6184927313609123,1.613481069810739,1.275073055168786,26.202932573726393,20.707186415941084,5391.9676999617795,1833.269017987005,24899.336557323502,4924.17141549021,20749.447131102923,398.53674304065333,3.6374385277519945
GPT-4.1,Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Large,0.8629468083516043,0.726338974379336,0.2934019148395454,0.2469552512889742,0.2311464665227511,0.1945550824230364,3.7538186163294776,3.159574538550111,794.6428913654701,270.17858306425984,3669.547351912689,725.7012706533974,3057.956126593908,58.73447457918692,0.5360686171909917
GPT-5 nano (medium),Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Small,3.8364484275666655,3.031800068226841,1.3043924653726666,1.030812023197126,1.0276201145267854,0.8120893039893325,16.688550659914995,13.18833029678676,3434.1242478967533,1167.6022442848964,15858.295187608934,3136.186527759592,13215.245989674111,253.8265748445427,2.3166711196128897
o3-mini (high),Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,5.7477187008416335,4.527735451642146,1.9542243582861556,1.5394300535583296,1.5395675091540089,1.2127862816898602,25.0025763486611,19.695649214643332,5137.72707624189,1746.8272059222425,23725.289677074154,4691.988197481179,19771.07473089513,379.7450447657049,3.465926995877465
Grok 3 Fast,Short,300,DGX H200/H100,xAI,1.5,0.36,3.142,Large,1.8592007380659408,1.564882034654795,0.7157922841553872,0.6024795833420961,0.4462081771358258,0.3755716883171507,5.841608719003186,4.916859352885366,1712.041386360368,659.1359337487416,5790.123968670763,1563.5081153975964,4825.103307225636,143.29042038016124,1.3078093923586145
GPT-5 (minimal),Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Large,1.2095064091580168,1.0180368433266416,0.4112321791137258,0.3461325267310581,0.3239749310244688,0.2726884401767789,5.261352879837371,4.42846026847089,1113.7716262423291,378.682352922392,5143.238259754756,1017.1430376642276,4286.031883128963,82.32225063530261,0.7513538748460159
GPT-4.1 mini,Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,0.4951337802856976,0.3900390549692133,0.1683454852971371,0.1326132786895325,0.1326251197193832,0.1044747468667535,2.153831944242784,1.696669889116078,442.5864176274555,150.47938199333484,2043.800849972499,404.1885092488178,1703.1673749770823,32.712909128985835,0.2985702023677278
DeepSeek V3 (Azure),Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Large,1.1398826403936635,0.959434787780108,0.3875600977338456,0.3262078278452368,0.3053257072483026,0.2569914610125289,4.958489485712437,4.17354132684347,1049.658714086886,356.8839627895413,4847.173990408369,958.5924329560604,4039.311658673641,77.58347017163942,0.7081031007728994
GPT-5 mini (minimal),Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,0.6526386697876843,0.51411271081822,0.2218971477278126,0.1747983216781948,0.1748139294074154,0.1377087618263089,2.838978213576426,2.2363902920592564,583.3756903029521,198.3477347030037,2693.9455984347032,532.7631874912804,2244.954665362253,43.119072761522546,0.3935470926646899
Mistral Medium 3,Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Large,1.3029010972827415,1.096646789303,0.4429863730761322,0.3728599083630201,0.3489913653435915,0.2937446757061607,5.6676197731799265,4.770413533468051,1199.7739432928709,407.9231407195761,5540.384673848865,1095.6839664775075,4616.9872282073875,88.67894363469047,0.8093713109515399
GPT-4o (Aug),Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Large,0.7734022227944077,0.6509696447690032,0.2629567557500987,0.2213296792214611,0.2071613096770735,0.1743668691345544,3.364299669155674,2.8317179547451636,712.1859337817054,242.1432174857799,3288.772901356233,650.3981130426533,2740.6440844635276,52.63982988821303,0.4804428918368649
Llama 4 Maverick,Short,300,DGX H200/H100,AWS,1.14,0.18,5.12,Micro,0.0885646537937298,0.0660250218520425,0.0265693961381189,0.0198075065556127,0.0139838927042731,0.0104250034503225,0.4534510274238969,0.338048111882458,77.29483782288622,23.188451346865865,407.9540177304752,70.58889298893719,339.96168144206274,5.040967684101275,0.0460088320374322
Llama 3.1 405B Latency Optimized,Short,300,DGX H200/H100,AWS,1.14,0.18,5.12,Large,1.4991259895623477,1.261808518423149,0.4497377968687043,0.3785425555269447,0.2367041036151075,0.1992329239615498,7.675525066559222,6.460459614326523,1380.4672539927485,414.1401761978246,7285.960854231201,1260.7006885778526,6071.634045192667,90.0304730864836,0.8217066988052074
Llama 3.1 405B Standard,Short,300,DGX H200/H100,AWS,1.14,0.18,5.12,Large,6.121437216407416,5.152389911477902,1.8364311649222245,1.5457169734433704,0.9665427183801184,0.8135352491807215,31.34175854800597,26.380236346766857,5636.913563942659,1691.0740691827978,29751.036431166835,5147.866268440785,24792.530359305696,367.6247976484343,3.3553056928230114
GPT-4o (Nov),Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Large,0.8173628306359693,0.6879711175176249,0.2779033624162295,0.2339101799559924,0.2189364724917774,0.1842779779065066,3.5555283132664655,2.9926743612016677,752.666974076797,255.906771186111,3475.708562433209,687.3670996135132,2896.4238020276744,55.63190677958935,0.5077515301311726
Llama 3.3 70B,Short,300,DGX H200/H100,AWS,1.14,0.18,5.12,Medium,0.4237503120654525,0.3338070999024758,0.1271250936196357,0.1001421299707427,0.0669079440103346,0.0527063841951277,2.169601597775117,1.7090923515006764,378.77870598396424,113.63361179518928,1999.154138740628,345.91662646937374,1665.9617822838568,24.702959085910713,0.2254635154666453
GPT-5 nano (minimal),Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Small,0.1975973266168217,0.1561536925698478,0.0671830910497193,0.0530922554737482,0.0529278553437915,0.0418268819383521,0.8595483707831741,0.6792685626788382,176.87550959333478,60.13767326173383,816.7858353720779,161.5301457473377,680.654862810065,13.073407230811704,0.1193207802812179
Llama 4 Scout,Short,300,DGX H200/H100,AWS,1.14,0.18,5.12,Micro,0.1049856924515942,0.0782669196044333,0.0314957077354782,0.02348007588133,0.0165766882818306,0.0123579346743842,0.5375267453521625,0.4007266283746988,91.6263060280138,27.487891808404136,483.59399834153805,83.67699180640528,402.9949986179484,5.975628654000899,0.0545394678738177
GPT-4.1 nano,Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Small,0.1540441040346951,0.1217352282820999,0.0523749953717963,0.0413899776159139,0.0412618135807219,0.0326076504327053,0.6700918525509241,0.5295482430271348,137.88966615839755,46.88248649385518,636.7547797957429,125.92663576109368,530.6289831631192,10.191844889968518,0.0930208065354269
Llama 3.1 70B Standard,Short,300,DGX H200/H100,AWS,1.14,0.18,5.12,Medium,8.026553191828762,6.322875445489871,2.4079659575486283,1.8968626336469612,1.2673505039729624,0.998348754551032,41.09595234216326,32.373122280908134,7174.714318659317,2152.414295597795,37867.386940797696,6552.250519323577,31556.15578399808,467.916151216912,4.27066328491626
Llama 3.1 70B Latency Optimized,Short,300,DGX H200/H100,AWS,1.14,0.18,5.12,Medium,0.4718724042176609,0.3717150272011517,0.1415617212652983,0.1115145081603455,0.0745061690869991,0.0586918464001818,2.4159867095944247,1.903180939269897,421.7937157094064,126.53811471282192,2226.1828321757507,385.1997403738871,1855.152360146459,27.5082858071352,0.2510676879222657
Claude 3 Haiku,Short,300,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,0.8057184855883627,0.6781701175517596,0.2417155456765087,0.2034510352655278,0.1272187082507941,0.1070794922450146,4.125278646212417,3.4722310018650093,741.9443015700612,222.58329047101833,3915.903924286618,677.5747046301929,3263.2532702388485,48.38767184152573,0.441633512839322
Llama 3.1 8B,Short,300,DGX H200/H100,AWS,1.14,0.18,5.12,Micro,0.1294505888330648,0.0965055198699143,0.0388351766499194,0.0289516559609742,0.0204395666578523,0.0152377136636706,0.6627870148252917,0.4941082617339614,112.97805435148958,33.89341630544686,596.2862784403881,103.1763053438261,496.9052320336567,7.368133979444971,0.0672488418758866
Llama 3.2 11B (Vision),Short,300,DGX H200/H100,AWS,1.14,0.18,5.12,Micro,0.2417794663270753,0.1802467899304373,0.0725338398981225,0.0540740369791312,0.0381757052095382,0.0284600194627006,1.2379108675946255,0.9228635644438392,211.01312812875636,63.3039384386269,1113.7050783553518,192.70605308562224,928.0875652961264,13.761725747527588,0.125603052457593
Llama 3.2 1B,Short,300,DGX H200/H100,AWS,1.14,0.18,5.12,Nano,0.1380283395887142,0.101803447299237,0.0414085018766142,0.0305410341897711,0.0217939483561127,0.0160742285209321,0.7067050986942169,0.5212336501720939,119.91589344397563,35.974768033192696,632.903462871678,109.51223145568552,527.419552393065,7.820601746346239,0.0713785080023664
Llama 3.2 90B (Vision),Short,300,DGX H200/H100,AWS,1.14,0.18,5.12,Large,1.477988754002752,1.2440173894115034,0.4433966262008256,0.373205216823451,0.2333666453688556,0.1964237983281321,7.56730242049409,6.369369033786898,1361.0030717071274,408.30092151213825,7183.230948988988,1242.9251796412125,5986.0257908241565,88.7610698939431,0.8101208760161474
GPT-4o (May),Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Large,0.711638416910792,0.5989832894280942,0.2419570617496693,0.203654318405552,0.190617433101105,0.1604419525253823,3.095627113561945,2.6055773090122094,655.310853169443,222.80569007761068,3026.131904100321,598.4574001547425,2521.7765867502676,48.43601958208928,0.4420747819000212
GPT-4 Turbo,Short,300,DGX A100,Azure,1.12,0.3,4.35,Large,3.9411838612828887,3.481738019530421,1.3400025128361823,1.183790926640343,1.0556742485579165,0.9326083980885056,17.144149796580567,15.145560384957328,3711.460940406655,1261.8967197382626,17138.996414092155,3389.462046033475,14282.497011743462,274.3253738561441,2.503763332814013
GPT-4o mini,Short,300,DGX A100,Azure,1.12,0.3,4.35,Medium,1.2196986674418655,1.1301685474926215,0.4146975469302342,0.3842573061474914,0.3267050002076424,0.3027237180783806,5.305689203372114,4.9162331815929035,1174.9336074672435,399.4774265388628,5425.675551625522,1072.9987282805878,4521.396293021268,86.84291881279627,0.7926139415453627
o3-pro,Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Large,21.29851565902841,17.9268778444543,7.2414953240696605,6.095138467114462,5.704959551525467,4.801842279764545,92.6485431167736,77.98191862337619,19612.69675174136,6668.316895592062,90568.63178571992,17911.138586065168,75473.85982143327,1449.634107737405,13.230787491254093
o3-mini,Short,300,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,1.832091744311508,1.4432207234090024,0.6229111930659129,0.490695045959061,0.4907388600834397,0.3865769794845541,7.969599087755061,6.2780101468291605,1637.6562338602553,556.8031195124869,7562.462537076108,1495.576469278772,6302.05211423009,121.04415641575802,1.1047680942708074
Llama 3.2 3B,Short,300,DGX H200/H100,AWS,1.14,0.18,5.12,Nano,0.2166108627952356,0.1597623547506622,0.0649832588385706,0.0479287064251986,0.0342017151781951,0.0252256349606308,1.1090476175116064,0.8179832563233906,188.18660877294897,56.45598263188468,993.2291119869114,171.85991668762463,827.6909266557595,12.273039702583628,0.1120158385553267
Claude 4.1 Opus,Short,300,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,2.479287372106254,2.086806544295794,0.7437862116318762,0.6260419632887381,0.3914664271746717,0.3294957701519674,12.69395134518402,10.684449506794463,2283.0469582010237,684.9140874603071,12049.68152465256,2084.9743910511634,10041.4012705438,148.8943668391972,1.3589565227387046
Claude 4 Opus,Short,300,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,4.351693271885234,3.66280331223697,1.30550798156557,1.098840993671091,0.6871094639818789,0.5783373650900479,22.280669552052395,18.753552958653284,4007.248292061101,1202.1744876183304,21149.8346698888,3659.5874813343385,17624.862224907334,261.34227991702835,2.3852668405125605
Mistral Large 2 (AWS),Short,300,DGX H200/H100,AWS,1.14,0.18,5.12,Large,2.701871831132028,2.274155018288512,0.8105615493396083,0.6822465054865535,0.4266113417576885,0.3590771081508177,13.83358377539598,11.643673693637185,2488.0134247102696,746.4040274130807,13131.472959470835,2272.15837873084,10942.894132892365,162.26174508980017,1.4809603718513509
GPT-5 (high),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,18.225814755462373,15.34059743728317,6.196777016857209,5.215803128676278,4.881914666641707,4.109088599272277,79.28229418626132,66.73159885218178,16783.206096372774,5706.290072766744,77502.44815217855,15327.128855134952,64585.3734601488,1240.497841905814,11.322004112632428
Claude 4.5 Sonnet,Medium,1000,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,6.618806888233145,5.57102403101461,1.985642066469943,1.671307209304383,1.045074771826286,0.8796353733180965,33.8882912677537,28.52364303879481,6094.915459623877,1828.474637887163,32168.32222584644,5566.132839839157,26806.935188205367,397.4944864972094,3.627925868823736
GPT-5 (medium),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,10.1002324479696,8.501326392601973,3.434079032309665,2.8904509734846715,2.705419405706143,2.277140998018386,43.93601114866776,36.98076980781859,9300.77942028579,3162.2650028971684,42949.67068010543,8493.86248427926,35791.3922334212,687.4489136732975,6.274335323208668
DeepSeek V3.2,Medium,1000,DGX H800,DeepSeek,1.27,1.2,6.016,Large,19.281727954770385,16.229355472884468,11.569036772862226,9.73761328373068,18.21895554781453,15.334824068867212,115.99887537589862,97.63580252487296,17755.541713827424,10653.325028296456,123594.22875872666,16215.106587970253,102995.19063227222,2315.940223542708,21.137549659318363
Grok 4,Medium,1000,DGX H200/H100,xAI,1.5,0.36,3.142,Large,7.306062882488273,6.1494847300661,2.8128342097579853,2.367551621075448,1.7534550917971856,1.475876335215864,22.95564957677815,19.32168102186769,6727.773806277187,2590.192915416717,22753.331012829447,6144.085667833047,18961.109177357874,563.0854163949385,5.139271657572851
GPT-5 mini (high),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,11.935235020651978,9.401919185567287,4.057979907021672,3.196652523092878,3.196937951960351,2.5183712104198084,51.91827233983611,40.8983484572177,10668.577103109632,3627.3162150572753,49265.964979716984,9742.992788227975,41054.970816430825,788.5470032733208,7.197055982256498
Kimi K2 Thinking,Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Large,6.2833016044286785,5.2886305377205325,1.884990481328604,1.58658916131616,0.992100253330844,0.8350469270085054,32.170504214674835,27.077788353129133,5785.966071074605,1735.7898213223818,30537.71987407166,5283.987279520187,25448.099895059717,377.34561333095263,3.444027423258694
GPT-5 (low),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,4.559607861151534,3.8378042138738344,1.5502666727915215,1.3048534327171035,1.2213235342370177,1.027983271573348,19.834294196009168,16.69444833035118,4198.706037512683,1427.560052754313,19389.024666085355,3834.434737454505,16157.52055507113,310.33914190311145,2.832460422131573
GPT-5 mini (medium),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,3.559335335125839,2.803847860329704,1.2101740139427857,0.9533082725120992,0.9533933933372783,0.7510306768740277,15.4831087077974,12.19673819243421,3181.5915977277714,1081.741143227442,14692.135485221455,2905.5631029477363,12243.446237684548,235.1611180929222,2.1463117921179404
Claude 4 Sonnet,Medium,1000,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,6.7516723622479935,5.682856384054672,2.025501708674398,1.7048569152164017,1.0660535308812622,0.8972931132717902,34.56856249470973,29.09622468635991,6217.264373151333,1865.1793119453991,32814.06691261135,5677.86700744414,27345.05576050946,405.4737634663912,3.700752603066269
o3,Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,3.4605767792245135,2.912754024068123,1.1765961049363345,0.990336368183162,0.9269402087208516,0.780201970732533,15.05350898962663,12.670480004696335,3186.665401646318,1083.4662365597485,14715.565586888177,2910.196713832254,12262.971322406813,235.536138382554,2.149734596348707
Claude 4.5 Haiku,Medium,1000,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,5.141399664166023,4.327496113089563,1.5424198992498068,1.298248833926869,0.8117999469735825,0.68328885996151,26.323966280530037,22.15678009901856,4734.447888627793,1420.3343665883378,24987.91759324185,4323.69670194319,20823.26466103488,308.76834056268217,2.8181237432308293
Gemini 2.5 Pro Vertex,Medium,1000,TPU V6e,Google,1.09,0.3,1.1,Large,2.324318809877589,2.1733890170283945,0.5369176450817231,0.5020528629335591,0.6397207733608042,0.5981804634023103,2.5567506908653477,2.390727918731234,2248.853913452991,519.4852540076411,3092.689923179848,2053.7478661671153,2577.2416026498736,112.93157695818284,1.0307247103326211
Gemini 2.5 Pro (AI Studio),Medium,1000,TPU V6e,Google,1.09,0.3,1.1,Large,2.326912052084882,2.1758138668845644,0.5375166840316079,0.5026130032503344,0.6404345097481325,0.5988478532709809,2.55960325729337,2.3933952535730216,2251.362959484723,520.0648436409709,3096.140436942753,2056.03923240614,2580.1170307856273,113.0575747045589,1.0318746897638311
o4-mini (high),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,4.894382218291105,3.855524084781433,1.664089954218976,1.3108781888256875,1.3109952370422606,1.032729665566455,21.29056264956631,16.771529768799237,4374.95315153627,1487.4840715223315,20202.90866048713,3995.391005969196,16835.75721707261,323.3661025048547,2.951357284766531
DeepSeek V3.2 Exp,Medium,1000,DGX H800,DeepSeek,1.27,1.2,6.016,Large,20.337752232214324,17.11820700252103,12.202651339328591,10.270924201512615,19.2167737627222,16.17468378190963,122.35191742900138,102.98313332716651,18727.979617367677,11236.787770420606,130363.25415039984,17103.17773275587,108636.0451253332,2442.779950091436,22.295213830199614
DeepSeek V3 (DeepSeek),Medium,1000,DGX H800,DeepSeek,1.27,1.2,6.016,Large,6.934367343719012,5.836630039836991,4.160620406231407,3.5019780239021943,6.5521581200494605,5.514926021893219,41.71715393981358,35.11316631965933,6385.498691778003,3831.299215066801,44448.7022007078,5831.505654591784,37040.5851672565,832.8911337101742,7.601784156878574
Grok 3 mini Reasoning (high) Fast,Medium,1000,DGX H200/H100,xAI,1.5,0.36,3.142,Medium,0.9418985861911584,0.741975702451279,0.3626309556835961,0.2856606454437423,0.226055660685878,0.1780741685883069,2.95944535781262,2.3312876571019183,841.937144321219,324.1458005636692,2847.4314220943616,768.8923692431224,2372.859518411968,70.46647838340635,0.6431464296898198
Grok 3 mini Reasoning (high),Medium,1000,DGX H200/H100,xAI,1.5,0.36,3.142,Medium,0.9254389734767022,0.7290097283167704,0.3562940047885304,0.2806687454019567,0.2221053536344085,0.1749623347960249,2.9077292546637983,2.2905485663712932,827.2243508967364,318.4813750952435,2797.672754732762,755.4560282161976,2331.393962277302,69.23508154244425,0.6319074902683403
