Model,length,Query Length,Hardware,Host,PUE,WUE (Site),WUE (Source),Size,Mean Max Energy (Wh),Mean Min Energy (Wh),Mean Max Carbon (gCO2e),Mean Min Carbon (gCO2e),"Mean Max Water (Site, mL)","Mean Min Water (Site, mL)","Mean Max Water (Source, mL)","Mean Min Water (Source, mL)",Energy Consumption of 1 Billion Prompts (MWh),Carbon Emissions of 1 Billion Prompts (TonsCO2e),Water Consumption of 1 Billion Prompts (Kiloliter),Household Energy Equiv. – 1B Prompts (MWh),People Annual Drinking Water Equiv. – 1B Prompts (kL),Gasoline Car Equiv. – 1B Prompts (TonsCO2e),Atlantic Flight Equiv. – 1B Prompts (TonsCO2e)
o1,Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,6.123479381451173,5.154108793857489,2.081982989693399,1.7523969899115464,1.6402176914601354,1.3805648554975412,26.637135309312605,22.420373253280076,5638.794087654331,1917.1899898024728,26039.14555477518,5149.583641693453,21699.28796231265,416.780432565755,3.803948392465224
DeepSeek V3 (DeepSeek),Medium,1000,DGX H800,DeepSeek,1.27,1.2,6.016,Large,6.890833807225196,5.79998803138177,4.134500284335116,3.479992818829062,6.511024069819081,5.480303651699312,41.45525618426677,34.892727996792736,6345.410919303485,3807.2465515820895,44169.65595128895,5794.8958167155115,36808.04662607413,827.6622938221934,7.554060618218432
DeepSeek R1 (Azure),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,2.6841548813782574,2.259242730545233,0.9126126596686076,0.7681425283853791,0.7189700575120332,0.6051543028246158,11.67607373399542,9.827705877871765,2471.698805961745,840.3775940269934,11413.951986101916,2257.259183526708,9511.62665508493,182.690781310216,1.6674158611646694
Gemini 2.5 Flash (Vertex),Medium,1000,TPU V6e,Google,1.09,0.3,1.1,Large,1.4784359015819175,1.3824335703103647,0.3415186932654229,0.3193421547416942,0.4069089637381424,0.3804863037551462,1.6262794917401098,1.5206769273414011,1430.4347359461408,330.4304240035586,1967.1758432873992,1306.3330921882564,1639.3132027394995,71.83270087033883,0.6556159206419813
GPT-5 nano (high),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Small,5.557437814413612,4.391832879555326,1.8895288569006283,1.4932231790488115,1.4885994145750745,1.176383807023748,24.17485449269921,19.10447302606567,4974.63534698447,1691.3760179747196,22972.155370181856,4543.045978981251,19143.46280848488,367.6904386901565,3.355904797568888
GPT-4.1,Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,2.23115297958286,1.877952790588824,0.7585920130581723,0.6385039488002001,0.5976302623882659,0.5030230689077204,9.705515461185438,8.169094639061385,2054.552885085842,698.5479809291861,9487.631715771406,1876.3040046446044,7906.359763142838,151.85825672373613,1.38600789866902
GPT-5 nano (medium),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Small,2.7680024935182286,2.1874476634170272,0.941120847796198,0.7437322055617894,0.7414292393352397,0.585923481272418,12.040810846804296,9.515397335864067,2477.725078467628,842.4265266789936,11441.780451638013,2262.7626287375597,9534.817043031677,183.13620145195517,1.671481203728162
o3-mini (high),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,4.281219971346395,3.3725087203215125,1.4556147902577743,1.1466529649093142,1.146755349467784,0.9033505500861192,18.623306875356818,14.670412933398577,3826.864345833954,1301.1338775835443,17671.912854154652,3494.8532838666247,14726.594045128875,282.8551907790314,2.5816148364752864
Grok 3 Fast,Medium,1000,DGX H200/H100,xAI,1.5,0.36,3.142,Large,5.48010214337064,4.612580673324688,2.109839325197697,1.7758435592300046,1.3152245144089538,1.107019361597925,17.21848093447056,14.492728475586167,5046.341408347665,1942.841442213851,17066.7266430318,4608.530966527548,14222.2722025265,422.3568352638806,3.854844131376689
GPT-5 (minimal),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,2.931144636106977,2.4671330470695465,0.996589176276372,0.8388252360036461,0.7851280275286543,0.6608392090364857,12.750479167065349,10.732028754752529,2699.1388415882616,917.7072061400092,12464.237579191506,2464.966978619417,10386.864649326257,199.50156655217592,1.820847631230177
GPT-4.1 mini,Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,1.3924963913290411,1.096931775102536,0.4734487730518741,0.3729568035348622,0.3729901048202789,0.2938210111881792,6.057359302281331,4.771653221696031,1244.7140832157886,423.2027882933682,5747.91181999291,1136.725190151405,4789.926516660758,92.00060615073222,0.8396880720106512
DeepSeek V3 (Azure),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,2.448162523343137,2.060608880071856,0.8323752579366667,0.7006070192244311,0.6557578187526261,0.5519488071621043,10.649506976542646,8.963648628312571,2254.385701707496,766.4911385805489,10410.431115384972,2058.7997275867547,8675.35926282081,166.62850838707584,1.5208157511518827
GPT-5 mini (minimal),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,1.77942343549352,1.4017315376250277,0.6050039680677967,0.4765887227925094,0.4766312773643354,0.3754638047209895,7.740491944396809,6.097532188668871,1590.5774865592737,540.7963454301531,7345.059607575501,1452.582179506186,6120.883006312918,117.56442291959851,1.0730086218852244
Mistral Medium 3,Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,3.231065687110198,2.7195754299280894,1.0985623336174677,0.9246556461755504,0.8654640233330888,0.7284577044450238,14.055135738929362,11.830153120187186,2975.3205585191436,1011.608989896509,13739.605293447332,2717.187724675017,11449.671077872776,219.91499780358893,2.007160694239105
GPT-4o (Aug),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,1.7061246219861126,1.436038462745908,0.5800823714752784,0.4882530773336088,0.4569976666034229,0.3846531596640825,7.421642105639589,6.246767312944699,1571.0815423660104,534.1677244044436,7255.030122425897,1434.7776642611966,6045.858435354915,116.12341834879209,1.0598565960405626
Llama 4 Maverick,Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Micro,0.1790741999343087,0.1334999625396473,0.0537222599802926,0.0400499887618942,0.0282748736738382,0.0210789414536285,0.9168599036636608,0.6835198082029946,156.28708123697805,46.88612437109343,824.8667634970611,142.72792807029958,687.3889695808843,10.192635732846398,0.0930280245458202
Llama 3.1 405B Latency Optimized,Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Large,2.8363940239923986,2.3873818251413046,0.8509182071977197,0.7162145475423914,0.4478516879987999,0.3769550250223114,14.522337402841083,12.223394944723482,2611.887924566852,783.5663773700556,13785.26953029284,2385.285775860139,11487.724608577368,170.34051681957732,1.554695193194555
Llama 3.1 405B Standard,Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Large,7.969285948148537,6.707717006533502,2.390785784444561,2.0123151019600503,1.2583083076024006,1.0591132115579216,40.80274405452051,34.34351107345153,7338.501477341019,2201.550443202306,38731.83832356619,6701.827833188146,32276.53193630516,478.5979224352839,4.3681556412744165
GPT-4o (Nov),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,1.5639594063061986,1.3163785532937682,0.5317461981441074,0.4475687081198811,0.4189176981177316,0.3526013982036878,6.803223417431963,5.726246706827891,1440.1689797999834,489.6574531319944,6650.494610290636,1315.2228126027246,5542.078841908864,106.44727241999878,0.971542565738084
Llama 3.3 70B,Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Medium,0.8311770285572783,0.6547553724642613,0.2493531085671834,0.1964266117392784,0.1312384781932544,0.1033824272311992,4.255626386213264,3.3523475070170186,742.9662005107698,222.88986015323093,3921.297399327369,678.5079456719359,3267.747832772807,48.454317424615425,0.4422417860183153
GPT-5 nano (minimal),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Small,0.4825036730080698,0.3813044007666769,0.1640512488227437,0.1296434962606701,0.1292420552700187,0.102135107348217,2.098890977585104,1.6586741433350445,431.9040368873733,146.84737254170696,1994.471141769192,394.43291039942767,1662.05928480766,31.92334185689282,0.2913638344081487
Llama 4 Scout,Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Micro,0.2046133165854293,0.1525393948949001,0.0613839949756288,0.04576181846847,0.0323073657766467,0.0240851676149842,1.047620180917398,0.7810017018618887,178.57635574016473,53.572906722049424,942.5072080854588,163.0834298996938,785.4226734045491,11.646284070010744,0.1062954498453361
GPT-4.1 nano,Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Small,0.4066685599784492,0.3213747796084374,0.1382673103926727,0.1092674250668687,0.108929078565656,0.08608253025226,1.769008235906254,1.3979802912967028,364.0216697934433,123.76736772977074,1681.0000680104365,332.4398810899026,1400.833390008697,26.905949506471902,0.2455701740670054
Llama 3.1 70B Standard,Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Medium,4.097697800735937,3.2279400868715817,1.2293093402207813,0.9683820260614744,0.6470049159056744,0.5096747505586707,20.980212739768003,16.527053244782497,3662.81894380376,1098.845683141128,19331.972825507422,3345.0401313276348,16109.977354589522,238.87949633502785,2.1802493713117617
Llama 3.1 70B Latency Optimized,Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Medium,0.9479457285657096,0.7467393073414023,0.2843837185697129,0.2240217922024206,0.1496756413524805,0.1179062064223266,4.853482130256434,3.823305253587979,847.3425179535559,254.2027553860668,4472.18461580961,773.8287835192292,3726.820513174675,55.26146856218844,0.5043705464009262
Claude 3 Haiku,Medium,1000,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,1.8900422369938172,1.590841204423771,0.5670126710981451,0.4772523613271313,0.2984277216306027,0.2511854533300691,9.677016253408343,8.14510696664971,1740.441720708794,522.1325162126383,9185.86819750936,1589.4444937979854,7654.890164591134,113.5070687418779,1.0359772147076156
Llama 3.1 8B,Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Micro,0.127558145634051,0.0950947019169684,0.0382674436902153,0.0285284105750905,0.0201407598369554,0.0150149529342581,0.6530977056463415,0.4868848738148784,111.3264237755098,33.39792713265293,587.5691461162168,101.6679669182738,489.64095509684734,7.260418941881072,0.0662657284378034
Llama 3 70B,Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Medium,2.8296306834540825,2.2290268239211883,0.8488892050362249,0.6687080471763565,0.4467837921243289,0.3519516037770297,14.487709099284904,11.412617338476483,2529.328753687636,758.7986261062905,13349.530916831372,2309.8892727740968,11124.609097359478,164.9562230665849,1.5055528295759733
Llama 3.2 11B (Vision),Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Micro,0.2602499047584691,0.1940165168904711,0.0780749714275407,0.0582049550671413,0.0410920902250214,0.0306341868774428,1.332479512363362,0.993364566479212,227.13321082447013,68.13996324734102,1198.7851779725197,207.42758979403663,998.987648310433,14.813035488552396,0.1351983397764702
Llama 3 8B,Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Micro,0.3859181881989568,0.2877023249961684,0.115775456459687,0.0863106974988505,0.0609344507682563,0.0454266828941318,1.975901123578659,1.473035903980382,336.81025659756267,101.0430769792688,1777.649080610715,307.5892754315641,1481.3742338422626,21.96588629984105,0.2004822955937873
Llama 3.2 1B,Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Nano,0.3871277571899463,0.28552788756709,0.1161383271569838,0.085658366270127,0.0611254353457809,0.0450833506684879,1.9820941168125248,1.4619027843435015,336.32782237851814,100.89834671355548,1775.1028435851474,307.1486962360896,1479.2523696542896,21.934423198599017,0.2001951323681656
Llama 3.2 90B (Vision),Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Large,3.8097965541193366,3.2066909512057453,1.142938966235801,0.9620072853617234,0.6015468243346321,0.5063196238745914,19.506158357091007,16.418257670173414,3508.2437526625404,1052.4731257987623,18516.141237736814,3203.8755732077993,15430.117698114016,228.7985056084266,2.0882403289657985
GPT-4o (May),Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,1.9486959813202993,1.640209833040619,0.6625566336489019,0.5576713432338105,0.5219721378536516,0.4393419195644515,8.476827518743303,7.134912773726692,1794.452907180459,610.1139884413561,8286.527174944049,1638.7697782469943,6905.439312453374,132.6334757481209,1.2105436278598336
GPT-4 Turbo,Medium,1000,DGX A100,Azure,1.12,0.3,4.35,Large,10.118987736015256,8.939360750395991,3.440455830245188,3.0393826551346375,2.710443143575515,2.3944716295703548,44.017596651666366,38.88621926422257,9529.174243205623,3239.919242689913,44004.3653445174,8702.442231238012,36670.304453764504,704.3302701499812,6.42841119581332
GPT-4o mini,Medium,1000,DGX A100,Azure,1.12,0.3,4.35,Medium,1.9773801346909228,1.8322335625335264,0.6723092457949138,0.6229594112613992,0.5296553932207828,0.4907768471071945,8.601603585905513,7.9702159970208415,1904.8068486122245,647.6343285281564,8796.125911627165,1739.5496334358213,7330.104926355971,140.79007141916443,1.2849887470796757
GPT-3.5 Turbo,Medium,1000,DGX A100,Azure,1.12,0.3,4.35,Large,2.3502344436294016,2.076254472058761,0.7990797108339966,0.7059265204999788,0.6295270831150181,0.5561395907300253,10.223519829787897,9.031706953455608,2213.244457844082,752.5031156669878,10220.446728544275,2021.2278153827228,8517.038940453565,163.58763384064954,1.4930617374344997
GPT-4,Medium,1000,DGX A100,Azure,1.12,0.3,4.35,Large,7.561168734451996,6.679721013131544,2.570797369713679,2.271105144464725,2.02531305387107,1.789210985660235,32.89108399486618,29.056786407122217,7120.444873791769,2420.9512570892025,32881.19722075985,6502.689382458237,27400.997683966543,526.293751541131,4.80347471644683
o3-pro,Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Large,25.679268200577233,21.614140231015888,8.730951188196261,7.348807678545403,6.8783754108689,5.789501847593541,111.70481667251094,94.02151000491912,23646.70421579656,8039.87943337083,109197.10196794623,21595.16366739412,90997.58497328853,1747.7998768197458,15.952141732878632
o3-mini,Medium,1000,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,1.379649224905543,1.0868114867070195,0.4690807364678846,0.3695159054803867,0.3695488995282703,0.2911102196536659,6.001474128339111,4.727629967175535,1233.230355806281,419.29832097413566,5694.881607348292,1126.2377678596174,4745.734672790244,91.1518089074208,0.8319411130439199
Llama 3.2 3B,Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Nano,0.6095973891530945,0.4496114049137903,0.1828792167459282,0.1348834214741371,0.0962522193399622,0.0709912744600721,3.1211386324638433,2.3020103931586062,529.6043970334423,158.88131911003268,2795.196259711242,483.6569835921848,2329.330216426035,34.539417197833195,0.3152407125199061
Claude 4.1 Opus,Medium,1000,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,6.5779638250189025,5.536646583461141,1.9733891475056708,1.6609939750383418,1.0386258671082478,0.8742073552833379,33.67917478409679,28.34763050732104,6057.305204240021,1817.1915612720063,31969.819256904702,5531.785574648421,26641.516047420588,395.0416437547841,3.605538812047632
Claude 4 Opus,Medium,1000,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,8.076993344937563,6.798373903760168,2.4230980034812695,2.0395121711280506,1.2753147386743524,1.0734274584884476,41.35420592608033,34.807674387252064,7437.683624348867,2231.30508730466,39255.3112552476,6792.40513639166,32712.759379373,485.0663233271,4.427192633540992
Mistral Large 2 (AWS),Medium,1000,DGX H200/H100,AWS,1.14,0.18,5.12,Large,7.531544472561139,6.339271708000222,2.2594633417683414,1.9017815124000663,1.1891912325096534,1.000937638105298,38.56150769951302,32.45707114496114,6935.408090280681,2080.622427084204,36604.35385754456,6333.70601852117,30503.628214620465,452.3092232791748,4.128219101357548
GPT-5 (high),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,21.298105579328265,17.92653268196463,7.241355896971609,6.0950211118679745,5.704849708748641,4.80174982552624,92.64675927007792,77.98041716654613,19612.319130646443,6668.1885044197925,90566.88798544947,17910.793726617758,75472.40665454124,1449.6061966129985,13.230532746864668
Claude 4.5 Sonnet,Long,1500,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,10.2264762471433,8.607585307666191,3.0679428741429895,2.582275592299858,1.6147067758647315,1.3590924169999257,52.35955838537368,44.07083677525092,9417.030777404743,2825.109233221424,49702.09717674464,8600.028107218946,41418.414313953865,614.1541811350922,5.605375462740921
GPT-5 (medium),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,12.035241105707104,10.130015658584565,4.091981975940416,3.4442053239187516,3.2237252961715455,2.7133970514065795,52.3532988098259,44.06556811484285,11082.628382145833,3768.093649929584,51177.99463612344,10121.121810178844,42648.3288634362,819.1507934629531,7.476376289542825
DeepSeek V3.2,Long,1500,DGX H800,DeepSeek,1.27,1.2,6.016,Large,21.99628256214404,18.51418553463855,13.197769537286426,11.10851132078313,20.783889035096728,17.493718615406504,132.32963589385858,111.38134017638554,20255.2340483913,12153.140429034778,140994.29186037366,18497.930637800273,117495.24321697804,2641.9870497901693,24.113373867132495
Grok 4,Long,1500,DGX H200/H100,xAI,1.5,0.36,3.142,Large,10.862645784748429,9.143046734724647,4.182118627128145,3.5200729928689887,2.6070349883396227,2.194331216333916,34.13043305567956,28.72745284050484,10002.846259736538,3851.095809998567,33829.62605042897,9135.019415284509,28191.35504202414,837.1947413040364,7.641063115076522
GPT-5 mini (high),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,18.338358026373164,14.445945962657822,6.235041728966877,4.91162162730366,4.912060185635669,3.869449811426202,79.77185741472326,62.83986493756152,16392.151994515494,5573.33167813527,75696.61617467333,14970.001821475338,63080.51347889444,1211.5938430728847,11.058197774077916
Kimi K2 Thinking,Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Large,7.789764762276757,6.556614722170753,2.336929428683027,1.9669844166512265,1.2299628572015933,1.0352549561322244,39.883595582857,33.56986737751426,7173.189742223755,2151.9569226671265,37859.340386852535,6550.858212076489,31549.450322377113,467.8167223189406,4.269755798942711
GPT-5 (low),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,6.489692088614333,5.462348606035101,2.206495310128873,1.8571985260519344,1.7383103808788392,1.4631290909022592,28.230160585472344,23.76121643625269,5976.020347324717,2031.846918090404,27596.408246753064,5457.552828607048,22997.00687229422,441.7058517587835,4.031442297798421
GPT-5 mini (medium),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,5.182452691045426,4.082450098378803,1.7620339149554447,1.388033033448793,1.3881569708157389,1.0935134192086078,22.543669206047596,17.75865792794779,4632.451394712115,1575.033474202119,21391.998762009865,4230.549218915174,17826.665635008223,342.39858134828677,3.1250664170676963
Claude 4 Sonnet,Long,1500,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,10.68269831523374,8.991585649076596,3.204809494570122,2.6974756947229785,1.6867418392474327,1.4197240498541994,54.69541537399675,46.03691852327216,9837.141982155166,2951.14259464655,51919.39989318528,8983.691307904262,43266.1665776544,641.5527379666414,5.855441656044742
o3,Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,5.492403931838947,4.622935040862321,1.8674173368252416,1.5717979138931897,1.4711796245997175,1.23828617165955,23.89195710349941,20.109767427751095,5057.669486350634,1719.607625359216,23355.595163754893,4618.876243242588,19462.995969795746,373.8277446433078,3.411919891585746
Claude 4.5 Haiku,Long,1500,DGX H200/H100,Anthropic,1.14,0.18,5.12,Large,7.460618172930557,6.279573317286426,2.238185451879167,1.883871995185928,1.177992343094299,0.9915115764136464,38.19836504540446,32.15141538450651,6870.095745108492,2061.0287235325477,36259.64217470945,6274.06004119497,30216.36847892454,448.0497225070756,4.089342705421721
Gemini 2.5 Pro Vertex,Long,1500,TPU V6e,Google,1.09,0.3,1.1,Large,2.9017654193426887,2.7133390934113457,0.6703078118681612,0.6267813305780209,0.7986510328466117,0.7467905761682602,3.191941961276959,2.984673002752481,2807.5522563770173,648.5445712230911,3861.028286522156,2563.974663358006,3217.5235721017966,140.9879502658894,1.2867947841727998
Gemini 2.5 Pro (AI Studio),Long,1500,TPU V6e,Google,1.09,0.3,1.1,Large,2.845003356015279,2.6602628783519493,0.6571957752395295,0.6145207248993003,0.7830284466097099,0.7321824435831052,3.129503691616808,2.9262891661871446,2752.633117183614,635.858250069415,3785.5018739983834,2513.8201983412,3154.584894998653,138.23005436291632,1.26162351204249
o4-mini (high),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,6.190952647207814,4.876890682923653,2.104923900050657,1.658142832194042,1.6582908876449505,1.30631000435455,26.930644015353987,21.214474470717892,5533.9216650657345,1881.53336612235,25554.85968903569,5053.809739786059,21295.71640752974,409.0289926352935,3.73320112325863
DeepSeek V3.2 Exp,Long,1500,DGX H800,DeepSeek,1.27,1.2,6.016,Large,20.909995333050755,17.599861796228588,12.545997199830454,10.55991707773715,19.75747590524481,16.62979067360181,125.79453192363336,105.88076856611116,19254.92856463967,11552.957138783802,134031.28353429557,17584.40964807276,111692.73627857964,2511.51242147474,22.922534005523417
DeepSeek V3 (DeepSeek),Long,1500,DGX H800,DeepSeek,1.27,1.2,6.016,Large,9.736774689015594,8.195405409623723,5.842064813409356,4.917243245774234,9.20010206836119,7.743690150825565,58.5764365291178,49.30355894429632,8966.090049319659,5379.654029591794,62411.89384630044,8188.210090702884,52009.9115385837,1169.4900064329988,10.673916725380543
Grok 3 mini Reasoning (high) Fast,Long,1500,DGX H200/H100,xAI,1.5,0.36,3.142,Medium,1.4719976925606462,1.1595585108168829,0.5667191116358489,0.4464300266645,0.3532794462145551,0.2782940425960519,4.625016750025551,3.643332840986646,1315.7781016887643,506.5745691501743,4449.961539911403,1201.6238371586892,3708.3012832595023,110.1249063369944,1.0051082721233615
Grok 3 mini Reasoning (high),Long,1500,DGX H200/H100,xAI,1.5,0.36,3.142,Medium,1.408419390020569,1.1094750343371127,0.542241465157919,0.4271478882197885,0.3380206536049365,0.266274008240907,4.425253723444627,3.485970557887208,1258.9472121788408,484.6946766888537,4257.75947158884,1149.7234814418637,3548.1328929907,105.36840797583775,0.961695787081059
o1,Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,12.642059504352872,10.640772346066615,4.298300231479976,3.6178625976626506,3.3862659386659466,2.8502068784107015,54.99295884393498,46.28735970538978,11641.415925209743,3958.081414571315,53758.3956832007,10631.430068684698,44798.66306933392,860.4524814285468,7.85333614002245
DeepSeek V3 (DeepSeek),Long,1500,DGX H800,DeepSeek,1.27,1.2,6.016,Large,10.013346909587844,8.42819517266369,6.008008145752707,5.056917103598214,9.461430150791664,7.963648982044431,60.240295008080466,50.70402215874476,9220.771041125769,5532.462624675461,64184.69814983068,8420.795471347734,53487.24845819223,1202.709266233796,10.97710838229258
DeepSeek R1 (Azure),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,7.622811601257613,6.416090895475489,2.591755944427589,2.181470904461666,2.041824536051146,1.7185957755737913,33.159230465470614,27.909995395318372,7019.45124836655,2386.6134244446275,32414.82308620696,6410.457761065343,27012.352571839132,518.8290053140495,4.735344096120293
Gemini 2.5 Flash (Vertex),Long,1500,TPU V6e,Google,1.09,0.3,1.1,Large,2.1918944248425953,2.0495636180346346,0.5063276121386395,0.4734491957660006,0.6032736949108061,0.5641000783581562,2.4110838673268553,2.2545199798380984,2120.7290214386153,489.8884039523201,2916.4888102169575,1936.7388323640323,2430.4073418474645,106.4974791200696,0.9720008014926986
GPT-5 nano (high),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Small,6.535250389863505,5.164561169517601,2.2219851325535913,1.7559507976359847,1.7505134972848673,1.3833645989779288,28.428339195906243,22.465841087401564,5849.905779690554,1988.9679650947885,27014.029189785306,5342.379707479958,22511.69099148775,432.3843402379975,3.946365010108707
GPT-4.1,Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,3.363224689941968,2.8308131489193524,1.1434963945802694,0.96247647063258,0.9008637562344556,0.7582535220319693,14.63002740124756,12.31403719779918,3097.01891943066,1052.9864326064242,14301.590938656584,2828.327780301973,11917.992448880486,228.9100940448748,2.089258794854016
GPT-5 nano (medium),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Small,4.345013721215393,3.433699981934263,1.477304665213234,1.1674579938576493,1.1638429610398373,0.9197410665895344,18.90080968728696,14.93659492141404,3889.356851574828,1322.3813295354416,17960.494318165187,3551.9240653651395,14967.07859847099,287.47420207292214,2.623772479236987
o3-mini (high),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,6.704395460706858,5.2813525833868935,2.279494456640332,1.7956598783515438,1.795820212689337,1.4146480134072033,29.16412025407483,22.973883737732983,5992.874022046875,2037.5771674959376,27674.236108952176,5472.9443123715755,23061.863424126816,442.9515581512909,4.042811840269718
Grok 3 Fast,Long,1500,DGX H200/H100,xAI,1.5,0.36,3.142,Large,7.199453310936164,6.059751868074184,2.771789524710423,2.3330044692085607,1.7278687946246791,1.4543404483378042,22.620682302961427,19.039740369489085,6629.6025895051735,2552.396996959492,22421.315957706494,6054.431588589199,18684.429964755414,554.8689123824983,5.064279755872008
GPT-5 (minimal),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,4.75222757974937,3.999931482319079,1.6157573771147855,1.3599767039884871,1.2729181017185809,1.071410218478325,20.67218997190976,17.399701948087998,4376.0795310342255,1487.8670405516364,20208.110120097328,3996.419663044955,16840.091766747773,323.44935664166013,2.9521171439516594
GPT-4.1 mini,Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,1.9908393625764644,1.568273332364404,0.6768853832759981,0.5332129330038974,0.5332605435472674,0.4200732140261796,8.660151227207622,6.821988995785157,1779.5563474704345,605.0491581399477,8217.736990283114,1625.1656141282506,6848.114158569262,131.53242568259734,1.2004943613887853
DeepSeek V3 (Azure),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,4.057681554246817,3.415334792302445,1.379611728443918,1.1612138293828311,1.086878987744683,0.914821819366726,17.650914760973656,14.856706346515631,3736.508173274631,1270.4127789133745,17254.66095730035,3412.336231301033,14378.884131083629,276.1766910681249,2.520660275621774
GPT-5 mini (minimal),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Medium,2.589633388423052,2.039970205536036,0.8804753520638376,0.6935898698822524,0.6936518004704602,0.5464205907685811,11.264905239640273,8.873870394081758,2314.8017969795437,787.0326109730452,10689.424012480536,2113.974243816935,8907.853343733781,171.09404586370547,1.561572640819534
Mistral Medium 3,Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,5.171684874596216,4.3529870569922915,1.758372857362714,1.4800155993773794,1.3852727342668438,1.165978675980078,22.496829204493544,18.93549369791647,4762.335965794254,1619.1942283700466,21991.787156328468,4349.165265565529,18326.48929694039,351.99874529783625,3.2126869610516797
GPT-4o (Aug),Long,1500,DGX H200/H100,Azure,1.12,0.3,4.35,Large,2.4103888284548542,2.028814907907936,0.8195322016746504,0.6897970686886985,0.6456398647646928,0.5434325646181973,10.485191403778613,8.825344849399524,2219.6018681813953,754.6646351816745,10249.804341280513,2027.0336695720505,8541.50361773376,164.05752938732056,1.4973504666303066
Llama 4 Maverick,Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Micro,0.2721721395790794,0.2029045527020186,0.0816516418737238,0.0608713658106055,0.0429745483545914,0.0320375609529503,1.3935213546448866,1.0388713098343354,237.53834614054907,71.26150384216469,1253.7023868933818,216.92999647538727,1044.7519890778185,15.491631270035802,0.1413918727027077
Llama 3.1 405B Latency Optimized,Long,1500,DGX H200/H100,AWS,1.14,0.18,5.12,Large,4.914759097984987,4.136733629470049,1.4744277293954962,1.2410200888410146,0.7760145944186823,0.6531684678110605,25.16356658168314,21.18007618288665,4525.746363727518,1357.7239091182555,23886.412913399767,4133.101702034263,19905.344094499807,295.15737154744687,2.693896645075904
